nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.262909_at,cor.256629_at,cor.259408_at,cor.259407_at,cor.265857_s_at,average
4,263897_at,T,F,AT2G21940,SK1|ATSK1,shikimate kinase 1,0.62078381,0.84633036,0.869648297,0.332847555,0.849659454,0.703853895
4,263899_at,T,F,AT2G21710,EMB2219,Mitochondrial transcription termination factor family protein,0.611362495,0.877762057,0.835703248,0.174824563,0.883949279,0.676720328
4,263900_at,T,F,AT2G36290,AT2G36290,alpha/beta-Hydrolases superfamily protein,0.655517701,0.920100816,0.861656434,0.154043907,0.942175781,0.706698928
4,263901_at,T,F,AT2G36320,AT2G36320,A20/AN1-like zinc finger family protein,0.637135939,0.708259193,0.825152014,0.436204729,0.785080007,0.678366376
4,263904_at,T,F,AT2G36380,PDR6|ATPDR6,pleiotropic drug resistance 6,0.584767021,0.806478326,0.876036577,0.24264351,0.883223244,0.678629736
4,263906_at,T,F,AT2G36250,FTSZ2-1|ATFTSZ2-1,Tubulin/FtsZ family protein,0.589496236,0.892611478,0.837529839,0.033810397,0.900689524,0.650827495
4,263909_at,T,F,AT2G36490,DML1|ROS1,demeter-like 1,0.674177092,0.943368565,0.755935932,0.069260807,0.890167679,0.666582015
4,263910_at,T,F,AT2G36550,AT2G36550,CONTAINS InterPro DOMAIN/s: NLI interacting factor (InterPro:IPR004274); BEST Arabidopsis thaliana protein match is: Haloacid dehalogenase-like hydrolase (HAD) superfamily protein (TAIR:AT2G36540.1); Has 91 Blast hits to 91 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 87; Viruses - 2; Other Eukaryotes - 2 (source: NCBI BLink).,0.581000322,0.741280492,0.8689527,0.371343726,8.34E-01,0.679276669
4,263911_at,T,F,AT2G36560,AT2G36560,AT hook motif DNA-binding family protein,0.595380916,0.773938791,0.845261805,0.280618522,0.810203564,0.66108072
4,263914_at,T,F,AT2G36400,AtGRF3|GRF3,growth-regulating factor 3,0.632721403,0.69034775,0.843608547,0.318005254,0.807337201,0.658404031
4,263915_at,T,F,AT2G36430,AT2G36430,Plant protein of unknown function (DUF247),0.638392528,0.897583628,0.772634117,0.163291025,0.872125862,0.668805432
4,263918_at,T,F,AT2G36590,ATPROT3|ProT3,proline transporter 3,0.552742659,0.557229171,0.642411293,0.032309796,0.677535908,0.492445765
4,263919_at,T,F,AT2G36470,AT2G36470,Plant protein of unknown function (DUF868),0.675497176,0.706498403,0.793577423,0.241982284,0.883206997,0.660152457
4,263920_at,T,F,AT2G36410,AT2G36410,Family of unknown function (DUF662),0.69781614,0.76538144,0.788989845,0.166225278,0.893847831,0.662452107
4,263921_at,T,F,AT2G36460,AT2G36460,Aldolase superfamily protein,0.568117963,0.629585669,0.569785165,0.240148683,0.688741429,0.539275782
4,263922_s_at,F,NA,AT3G52990,AT3G52990,Pyruvate kinase family protein,0.657591237,0.827772594,0.784930033,0.226916657,0.867881568,0.673018418
4,263924_at,T,F,AT2G36530,LOS2|ENO2,Enolase,0.623413201,0.875985419,0.824100174,0.103182801,0.92013735,0.669363789
4,263926_at,T,F,AT2G21800,ATEME1A|EME1A,essential meiotic endonuclease 1A,0.66563756,0.743364533,0.769646283,0.329045797,0.859903717,0.673519578
4,263927_s_at,F,NA,AT2G21890,ATCAD3|CAD3,cinnamyl alcohol dehydrogenase homolog 3,0.610983826,0.756881769,0.742271606,0.192572744,0.819962937,0.624534577
4,263928_at,T,F,AT2G36330,AT2G36330,Uncharacterised protein family (UPF0497),0.638137535,0.835798439,0.90290128,0.190532683,0.91003529,0.695481046
4,263929_at,T,F,AT2G36310,URH1,uridine-ribohydrolase 1,0.524760236,0.697977115,0.824695159,2.38E-01,0.666100762,0.590270409
4,263933_s_at,F,NA,AT4G09590,NHL22,NDR1/HIN1-like 22,0.685270401,0.798546754,0.793786534,0.132063936,0.914222932,0.664778111
4,263934_at,T,F,AT2G35950,EDA12,embryo sac development arrest 12,0.699731321,0.800885577,0.705639432,0.232888036,0.8352678,0.654882433
4,263936_at,T,F,AT2G35920,AT2G35920,RNA helicase family protein,0.723811985,0.91449606,0.740762166,0.175010349,0.935784074,0.697972927
4,263937_at,T,F,AT2G35910,AT2G35910,RING/U-box superfamily protein,0.659802877,0.892357739,0.862644873,0.172890432,0.928827051,0.703304594
4,263943_at,T,F,AT2G35800,AT2G35800,mitochondrial substrate carrier family protein,0.568106703,0.810386605,0.830759024,0.231131382,0.880602892,0.664197321
4,263946_at,T,F,AT2G36000,AT2G36000,Mitochondrial transcription termination factor family protein,0.625076188,0.915770752,0.87233046,0.133085753,0.917576245,0.69276788
4,263947_at,T,F,AT2G35820,AT2G35820,ureidoglycolate hydrolases,0.7005512,0.874494978,0.819674646,0.221210198,0.883487596,0.699883724
4,263949_at,T,F,AT2G36060,MMZ3|UEV1C,MMS ZWEI homologue 3,0.506125545,0.735698674,0.923365791,0.218241333,0.809014192,0.638489107
4,263950_at,T,F,AT2G36020,HVA22J,HVA22-like protein J,0.70220093,0.755294642,0.634625175,0.242707201,0.854107828,0.637787155
4,263951_at,T,F,AT2G35960,NHL12,NDR1/HIN1-like 12,0.655226473,0.880196622,0.864531624,0.12225849,0.939451049,0.692332852
4,263954_at,T,F,AT2G35840,AT2G35840,Sucrose-6F-phosphate phosphohydrolase family protein,0.683372095,0.847805949,0.849491219,0.208316245,0.917773124,0.701351726
4,263959_at,T,F,AT2G36210,AT2G36210,SAUR-like auxin-responsive protein family,0.509051467,0.744413517,0.812145626,0.271903606,0.716192663,0.610741376
4,263962_at,T,F,AT2G36350,AT2G36350,Protein kinase superfamily protein,0.506579023,0.662550347,0.916723856,0.335532318,0.792893565,0.642855822
4,263965_at,T,F,AT2G12870,AT2G12870,"gypsy-like retrotransposon family, has a 3.8e-07 P-value blast match to GB:AAD19359 polyprotein (gypsy_Ty3-element) (Sorghum bicolor)",0.62215618,0.838701587,0.832297593,0.24499727,0.940256376,0.695681801
4,263970_at,T,F,AT2G42850,CYP718,"cytochrome P450, family 718",0.620759534,0.908778371,0.825168083,0.225389899,0.88798664,0.693616506
4,263973_at,T,F,AT2G42740,RPL16A,ribosomal protein large subunit 16A,0.574389759,0.871915718,0.730976675,0.022777716,0.861407055,0.612293384
4,263976_at,T,F,AT2G42700,AT2G42700,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: vesicle-mediated transport, vesicle docking involved in exocytosis; LOCATED IN: cellular_component unknown; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: Sec1-like protein (InterPro:IPR001619); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).",0.606019535,0.7272734,0.789160337,0.19733162,0.806985116,0.625354002
4,263977_at,T,F,AT2G42660,AT2G42660,Homeodomain-like superfamily protein,0.565112226,0.854688285,0.893703363,0.149681065,0.911958511,0.67502869
4,263978_at,T,F,AT2G42680,MBF1A|ATMBF1A,multiprotein bridging factor 1A,0.552197689,0.73499384,0.9078814,0.222361981,0.879595976,0.659406177
4,263980_at,T,F,AT2G42770,AT2G42770,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein,0.752215707,0.881608584,0.836532753,0.213005792,0.953511058,0.727374779
4,263984_at,T,F,AT2G42670,AT2G42670,Protein of unknown function (DUF1637),0.586684879,0.528328312,0.765521187,0.345220102,0.71179087,0.58750907
4,263985_at,T,F,AT2G42750,AT2G42750,DNAJ heat shock N-terminal domain-containing protein,0.62423327,0.839752319,0.850063477,0.147260555,0.920249553,0.676311835
4,263986_at,T,F,AT2G42790,CSY3,citrate synthase 3,0.526109525,0.614146464,0.873492012,0.229826751,0.768255207,0.602365992
4,263987_at,T,F,AT2G42690,AT2G42690,alpha/beta-Hydrolases superfamily protein,0.674446526,0.905120777,0.863359319,0.1925603,0.93613892,0.714325168
4,263990_at,T,F,AT2G42810,PAPP5|PP5.2|PP5,protein phosphatase 5.2,0.685689866,0.828617297,0.669511564,0.111012986,0.855255108,0.630017364
4,263992_at,T,F,AT2G12920,AT2G12920,"gypsy-like retrotransposon family, has a 1.2e-128 P-value blast match to GB:AAD19359 polyprotein (gypsy_Ty3-element) (Sorghum bicolor)",0.531596546,0.642940729,0.627510853,0.227672647,0.685486592,0.543041473
4,263993_at,NA,NA,NA,NA,NA,0.526029574,0.751369067,0.743882733,0.194960904,0.859785465,0.615205549
4,263995_at,NA,NA,NA,NA,NA,0.510391964,0.856527151,0.717600768,0.069504996,0.807245842,0.592254144
4,263996_at,T,F,AT2G22530,AT2G22530,Alkaline-phosphatase-like family protein,0.5466841,0.632912548,0.542313326,0.339774015,0.534567341,0.519250266
4,263998_at,T,F,AT2G22510,AT2G22510,hydroxyproline-rich glycoprotein family protein,0.652527936,0.889780446,0.871899784,0.130490128,0.940168211,0.696973301
4,264002_at,T,F,AT2G22360,AT2G22360,DNAJ heat shock family protein,0.688764285,0.867333381,0.861831748,0.164939519,0.881239424,0.692821671
4,264003_at,T,F,AT2G22475,GEM,GRAM domain family protein,0.611631614,0.898516671,0.783046854,0.206448644,0.873499703,0.674628697
4,264004_at,T,F,AT2G22425,AT2G22425,Microsomal signal peptidase 12 kDa subunit (SPC12),0.68385707,0.764558422,0.842182906,0.301480302,0.84494636,0.687405012
4,264005_at,T,F,AT2G22470,AGP2|ATAGP2,arabinogalactan protein 2,0.595856002,0.872649561,0.8197544,0.115805524,0.885616525,0.657936402
4,264007_at,T,F,AT2G21140,ATPRP2|PRP2,proline-rich protein 2,0.674876173,0.893548769,0.875720665,0.173722592,0.941663996,0.711906439
4,264010_at,T,F,AT2G21100,AT2G21100,Disease resistance-responsive (dirigent-like protein) family protein,0.625003196,0.881501378,0.882689848,0.145009314,0.934253177,0.693691383
4,264012_at,T,F,AT2G21080,AT2G21080,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: vacuole; EXPRESSED IN: 15 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3537 (InterPro:IPR021924); BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF3537) (TAIR:AT3G20300.1); Has 141 Blast hits to 141 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 140; Viruses - 0; Other Eukaryotes - 1 (source: NCBI BLink).,0.745010313,0.889808016,0.77371633,0.239320378,0.914991233,0.712569254
4,264013_at,T,F,AT2G21070,FIO1,methyltransferases,0.756013797,0.868737076,0.771342886,0.269009064,0.90758014,0.714536593
4,264014_at,T,F,AT2G21210,AT2G21210,SAUR-like auxin-responsive protein family,0.667641591,0.908812256,0.794679891,0.118483227,0.934910507,0.684905495
4,264016_at,T,F,AT2G21220,AT2G21220,SAUR-like auxin-responsive protein family,0.683801603,0.769528843,0.853625886,0.161304826,0.891019311,0.671856094
4,264017_s_at,F,NA,AT4G38790,AT4G38790,ER lumen protein retaining receptor family protein,0.566723294,0.847132532,0.712718781,0.131490116,0.845492063,0.620711357
4,264020_at,T,F,AT2G21160,AT2G21160,"Translocon-associated protein (TRAP), alpha subunit",0.608234403,0.881268237,0.84519448,0.171795761,0.890831159,0.679464808
4,264022_at,T,F,AT2G21185,AT2G21185,unknown protein; Has 9 Blast hits to 9 proteins in 4 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 9; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.619230282,0.788050733,0.656249147,0.108915436,0.823381511,0.599165422
4,264024_at,T,F,AT2G21180,AT2G21180,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G19875.1); Has 124 Blast hits to 124 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 124; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.568238673,0.747251648,0.912589962,0.209702127,0.853198634,0.658196209
4,264026_at,T,F,AT2G21060,GRP2B|ATCSP4|ATGRP2B,glycine-rich protein 2B,0.672562592,0.827263039,0.779376476,0.113266923,0.93645824,0.665785454
4,264027_at,T,F,AT2G03670,CDC48B,cell division cycle 48B,0.71239211,0.752709191,0.738230405,0.203200265,0.796750561,0.640656507
4,264028_at,T,F,AT2G03680,SKU6|SPR1,spiral1,0.79994457,0.732666189,0.752209796,0.279467052,0.836400396,0.680137601
4,264029_at,T,F,AT2G03720,MRH6,Adenine nucleotide alpha hydrolases-like superfamily protein,0.669824018,0.883158313,0.79830306,0.151995494,0.834297393,0.667515656
4,264034_s_at,F,NA,AT2G03590,ATUPS1|UPS1,ureide permease 1,0.546026705,0.740277953,0.66492263,0.099781249,0.716187983,0.553439304
4,264035_at,T,F,AT2G03630,AT2G03630,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G74220.1); Has 126 Blast hits to 126 proteins in 28 species: Archae - 0; Bacteria - 6; Metazoa - 7; Fungi - 5; Plants - 87; Viruses - 0; Other Eukaryotes - 21 (source: NCBI BLink).,0.784498272,0.802955105,0.723460571,0.34069195,0.877876735,0.705896527
4,264037_at,T,F,AT2G03750,AT2G03750,P-loop containing nucleoside triphosphate hydrolases superfamily protein,0.652152945,0.901375801,0.875005926,0.161604089,0.948258457,0.707679444
4,264039_at,T,F,AT2G03740,AT2G03740,late embryogenesis abundant domain-containing protein / LEA domain-containing protein,0.691393783,0.826848018,0.763733173,0.19227355,0.826592947,0.660168294
4,264040_at,T,F,AT2G03730,ACR5,ACT domain repeat 5,0.56504119,0.842499424,0.711038058,0.115539962,0.787710253,0.604365777
4,264041_at,T,F,AT2G03710,SEP4|AGL3,K-box region and MADS-box transcription factor family protein,0.696113688,0.872418873,0.883662612,0.196138176,0.942230805,0.718112831
4,264042_at,T,F,AT2G03760,AtSOT12|SOT12|ST|RAR047|AtSOT1|ATST1|ST1,sulphotransferase 12,0.592800419,0.785115616,0.704239912,0.071928556,0.818088412,0.594434583
4,264044_at,T,F,AT2G22480,PFK5,phosphofructokinase 5,0.576471503,0.767883635,0.910927328,0.129847286,0.878742412,0.652774433
4,264046_at,T,F,AT2G22440,AT2G22440,BEST Arabidopsis thaliana protein match is: Ribonuclease H-like superfamily protein (TAIR:AT4G29090.1); Has 208 Blast hits to 191 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 208; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.54230638,0.736949447,0.765424319,0.31988294,0.749514453,0.622815508
4,264048_at,T,F,AT2G22400,AT2G22400,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,0.588597403,0.535431895,0.713645241,0.233671052,0.723556797,0.558980477
4,264049_at,T,F,AT2G22390,ATRABA4E|RABA4E,"pseudogene, putative GTP-binding protein, similar to GTP-binding protein GI:303738 from (Pisum sativum); blastp match of 75% identity and 3.6e-56 P-value to GP|303738|dbj|BAA02110.1||D12542 GTP-binding protein {Pisum sativum}",0.57027839,0.658295525,0.77191112,0.235506752,0.827754461,0.61274925
4,264050_at,T,F,AT2G22350,AT2G22350,"similar to RNase H domain-containing protein [Arabidopsis thaliana] (TAIR:AT5G36905.1); similar to Ribonuclease H [Medicago truncatula] (GB:ABD28505.1); contains InterPro domain Ribonuclease H; (InterPro:IPR002156); contains InterPro domain Polynucleotidyl transferase, Ribonuclease H fold; (InterPro:IPR012337)",0.529728752,0.709514909,0.78265444,0.163099554,0.81619588,0.600238707
4,264052_at,T,F,AT2G22330,CYP79B3,"cytochrome P450, family 79, subfamily B, polypeptide 3",0.521836117,0.776733271,0.512021583,0.042521615,0.689805604,0.508583638
4,264053_at,T,F,AT2G22560,AT2G22560,Kinase interacting (KIP1-like) family protein,0.601954417,0.828729971,0.840906764,0.267805152,0.856122608,0.679103782
4,264055_at,T,F,AT2G28590,AT2G28590,Protein kinase superfamily protein,0.560960177,0.817208086,0.786026168,0.096968783,0.893808332,0.630994309
4,264058_at,NA,NA,NA,NA,NA,0.726187049,0.674935104,0.703728667,0.259085495,0.793794338,0.631546131
4,264061_at,T,F,AT2G27970,CKS2,CDK-subunit 2,0.733194789,0.820046633,0.811176762,0.193131791,0.906913878,0.692892771
4,264063_at,T,T,AT2G27900,AT2G27900,"CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF2451, C-terminal (InterPro:IPR019514), Vacuolar protein sorting-associated protein 54 (InterPro:IPR019515); Has 316 Blast hits to 252 proteins in 92 species: Archae - 0; Bacteria - 2; Metazoa - 200; Fungi - 2; Plants - 68; Viruses - 0; Other Eukaryotes - 44 (source: NCBI BLink).",0.736100865,0.78985552,0.755784035,0.222021837,0.851708923,0.671094236
4,264066_at,T,F,AT2G27880,AGO5,Argonaute family protein,0.64743997,0.914377623,0.8312356,0.187204538,0.927138367,0.70147922
4,264067_x_at,T,F,AT2G28010,AT2G28010,Eukaryotic aspartyl protease family protein,0.537476755,0.635725116,0.673456185,0.094177922,0.689883957,0.526143987
4,264068_at,T,F,AT2G27990,BLH8|PNF,BEL1-like homeodomain 8,0.602766936,0.852511319,0.700414855,0.066884908,0.8600966,0.616534924
4,264069_at,T,F,AT2G28000,CH-CPN60A|SLP|CPN60A,chaperonin-60alpha,0.681024421,0.828639319,0.892395135,0.244782992,0.901176383,0.70960365
4,264070_at,T,F,AT2G27960,CKS1|CKS1AT,cyclin-dependent kinase-subunit 1,0.749169718,0.736584381,0.784508872,0.321252006,0.853743098,0.689051615
4,264072_at,NA,NA,NA,NA,NA,0.561782794,0.65264471,0.761398349,0.14665828,0.732706461,0.571038119
4,264075_at,T,F,AT2G10850,AT2G10850,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G43970.1); similar to envelope-like [Glycine max] (GB:AAC24322.1),0.684062117,0.871627498,0.746223012,0.207464988,0.833708991,0.668617321
4,264076_at,T,T,AT2G28540,AT2G28540,RNA binding (RRM/RBD/RNP motifs) family protein,0.799580733,0.918358536,0.683625866,0.175757431,0.843543138,0.684173141
4,264078_at,T,F,AT2G28470,BGAL8,beta-galactosidase 8,0.574343031,0.768028636,0.666234389,0.143185181,0.859426028,0.602243453
4,264080_at,T,F,AT2G28520,VHA-A1,vacuolar proton ATPase A1,0.713185043,0.804253977,0.680498749,0.468498428,0.808694893,0.695026218
4,264082_at,T,F,AT2G28570,AT2G28570,unknown protein; Has 13 Blast hits to 13 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 13; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.606930749,0.897661851,0.858463035,0.137766531,0.938663326,0.687897099
4,264086_at,T,F,AT2G31190,RUS2|WXR1,"Protein of unknown function, DUF647",0.538569018,0.909606198,0.771381658,0.148465599,0.82733749,0.639071993
4,264090_at,T,F,AT1G79370,CYP79C1,"cytochrome P450, family 79, subfamily C, polypeptide 1",0.580543006,0.677264245,0.599037066,0.283014597,0.748422377,0.577656258
4,264091_at,T,F,AT1G79110,AT1G79110,zinc ion binding,0.680545036,0.786635154,0.662104594,0.088853104,0.77749044,0.599125666
4,264092_at,T,F,AT1G79040,PSBR,photosystem II subunit R,0.625909249,0.899418298,0.850640009,0.141787373,0.918538075,0.687258601
4,264093_at,T,F,AT1G79220,AT1G79220,Mitochondrial transcription termination factor family protein,0.681914397,0.706906613,0.631550633,0.074647481,0.765959178,0.57219566
4,264094_at,T,F,AT1G79200,AT1G79200,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.573952351,0.764869471,0.894333126,0.223025839,0.870337234,0.665303604
4,264096_at,T,F,AT1G78995,AT1G78995,unknown protein; Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).,0.62130153,0.93881086,0.746969885,0.074699094,0.882997745,0.652955823
4,264097_s_at,F,NA,AT1G79010,AT1G79010,Alpha-helical ferredoxin,0.726225637,0.858084695,0.822696082,0.258059003,0.895487778,0.712110639
4,264099_at,T,F,AT1G79050,AT1G79050,recA DNA recombination family protein,0.641084427,0.855442759,0.827196466,0.177206473,0.881114184,0.676408862
4,264100_at,T,F,AT1G78970,ATLUP1|LUP1,lupeol synthase 1,0.504361019,0.837308075,0.838861766,0.012051891,0.877251618,0.613966874
4,264104_at,T,F,AT2G13750,AT2G13750,"CACTA-like transposase family (Ptta/En/Spm), has a 2.5e-17 P-value blast match to At5g29026.1/8-244 CACTA-like transposase family (Ptta/En/Spm) (CACTA-element) (Arabidopsis thaliana)",0.609284263,0.614553712,0.723781112,0.277457135,0.716995219,0.588414288
4,264110_at,T,F,AT2G13730,AT2G13730,transposable_element_gene,0.741995703,0.623246263,0.602293402,0.28000222,0.785281068,0.606563731
4,264113_at,T,F,AT2G31260,ATAPG9|APG9,autophagy 9 (APG9),0.686702235,0.724375163,0.829345471,0.303265203,0.850958122,0.678929239
4,264114_at,T,F,AT2G31270,CDT1A|CDT1|ATCDT1A,homolog of yeast CDT1 A,0.505272193,0.665190979,0.72106581,0.133824577,0.717532857,0.548577283
4,264118_at,T,T,AT1G79150,AT1G79150,binding,0.569736011,0.759339431,0.68129073,0.062253459,0.750865985,0.564697123
4,264119_at,T,F,AT1G79180,ATMYB63|MYB63,myb domain protein 63,0.52696272,0.777773891,0.826481752,0.058981776,0.877908596,0.613621747
4,264120_at,T,F,AT1G79340,AtMC4|MC4,metacaspase 4,0.817335996,0.896508526,0.619256839,0.279564138,0.848231101,0.69217932
4,264121_at,T,F,AT1G02280,TOC33|PPI1|ATTOC33,translocon at the outer envelope membrane of chloroplasts 33,0.647201397,0.877931803,0.899278052,0.172507962,0.925988731,0.704581589
4,264122_at,T,F,AT1G02130,ATRABD2A|RABD2A|ARA-5|RA-5|ARA5|ATRAB1B,RAS 5,0.589615835,0.832770847,0.769863561,0.139577088,0.761141754,0.618593817
4,264133_at,T,F,AT1G79080,AT1G79080,Pentatricopeptide repeat (PPR) superfamily protein,0.586882728,0.866996427,0.756209853,0.092803194,0.823665975,0.625311635
4,264136_at,T,F,AT1G78980,SRF5,STRUBBELIG-receptor family 5,0.665726525,0.792821042,0.786959975,0.085989567,0.817582197,0.629815861
4,264140_at,T,F,AT1G79210,AT1G79210,N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein,0.749606826,0.846028928,0.78238142,0.137525906,0.815498821,0.66620838
4,264143_at,T,F,AT1G79330,AMC6|MC5|ATMCP2B|ATMC5,metacaspase 5,0.684934812,0.719937157,0.629162218,0.265973501,0.740580158,0.608117569
4,264144_at,T,F,AT1G79320,MC6|AtMC6,metacaspase 6,0.586014818,0.790634884,0.850710769,0.185015076,0.865352522,0.655545614
4,264146_at,T,T,AT1G02205,CER1,Fatty acid hydroxylase superfamily,0.655151302,0.921534045,0.85338605,0.163211191,0.942997332,0.707255984
4,264147_at,T,T,AT1G02205,CER1,Fatty acid hydroxylase superfamily,0.507487373,0.877798147,0.867106866,0.08803283,0.889192464,0.645923536
4,264148_at,T,F,AT1G02220,NAC003|ANAC003,NAC domain containing protein 3,0.60403649,0.88244011,0.867374165,0.112923678,0.936388538,0.680632596
4,264150_at,T,F,AT1G02090,FUS5|CSN7|COP15|ATCSN7,Proteasome component (PCI) domain protein,0.525046096,0.789088402,0.664296832,0.258593477,0.782738203,0.603952602
4,264152_at,T,F,AT1G02140,MAGO|MEE63|HAP1,mago nashi family protein,0.617595731,0.736695527,0.569483646,0.34586623,0.761608883,0.606250003
4,264156_at,T,F,AT1G65280,AT1G65280,DNAJ heat shock N-terminal domain-containing protein,0.514658252,0.771827306,0.870004603,0.095907013,0.821943035,0.614868042
4,264158_at,T,F,AT1G65260,PTAC4|VIPP1,plastid transcriptionally active 4,0.690271817,0.91115951,0.849134443,0.139364091,0.945542858,0.707094544
4,264160_at,T,T,AT1G65450,AT1G65450,HXXXD-type acyl-transferase family protein,0.64158613,0.85313843,0.894937417,0.216426399,0.919056295,0.705028934
4,264161_at,T,F,AT1G65420,NPQ7,Protein of unknown function (DUF565),0.666673398,0.933141279,0.751469693,0.219129368,0.876903097,0.689463367
4,264162_at,T,F,AT1G65290,mtACP2,mitochondrial acyl carrier protein 2,0.668727854,0.859747344,0.841830867,0.172558445,0.903598305,0.689292563
4,264163_at,T,T,AT1G65450,AT1G65450,HXXXD-type acyl-transferase family protein,0.558975314,0.831923067,0.869875062,0.114621798,0.898472832,0.654773615
4,264164_at,T,F,AT1G65295,AT1G65295,unknown protein; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G01015.1); Has 90 Blast hits to 90 proteins in 15 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 90; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.646996555,0.879938309,0.836225576,0.098362822,0.928495072,0.678003667
4,264165_at,T,F,AT1G65410,TGD3|NAP11|ATNAP11,non-intrinsic ABC protein 11,0.674532791,0.891224074,0.819513828,0.106835339,0.918246651,0.682070537
4,264168_at,T,F,AT1G02080,AT1G02080,transcription regulators,0.554975462,0.729978997,0.848710426,0.165622496,0.85565039,0.630987554
4,264169_at,T,F,AT1G02020,AT1G02020,nitroreductase family protein,0.716464506,0.890033091,0.757089482,0.173952112,0.890787161,0.68566527
4,264170_at,T,F,AT1G02260,AT1G02260,Divalent ion symporter,0.612338466,0.631592639,0.79411257,0.289604593,0.813475126,0.628224679
4,264171_at,T,F,AT1G02100,AT1G02100,Leucine carboxyl methyltransferase,0.645367109,0.828722547,0.636171287,0.028808577,0.809965634,0.589807031
4,264172_at,T,F,AT1G02120,VAD1,GRAM domain family protein,0.617586047,0.794215259,0.889264526,0.128196013,0.914117323,0.668675834
4,264177_at,T,F,AT1G02150,AT1G02150,Tetratricopeptide repeat (TPR)-like superfamily protein,0.611066611,0.872639405,0.889386097,0.163975452,0.909712254,0.689355964
4,264178_at,T,F,AT1G02170,LOL3|MCP1B|ATMC1|AMC1|ATMCPB1,metacaspase 1,0.618282658,0.907174649,0.587299963,0.032333817,0.783769054,0.585772028
4,264180_at,T,F,AT1G02190,AT1G02190,Fatty acid hydroxylase superfamily,0.658158976,0.834097964,0.584307061,0.097786771,0.77573978,0.59001811
4,264185_at,T,F,AT1G54780,TLP18.3,thylakoid lumen 18.3 kDa protein,0.668521599,0.914100785,0.863213715,0.160250931,0.93858344,0.708934094
4,264188_at,T,F,AT1G54690,H2AXB|HTA3|G-H2AX|GAMMA-H2AX,gamma histone variant H2AX,0.543345682,0.817697223,0.76326785,0.038284966,0.810542762,0.594627697
4,264189_s_at,F,NA,AT1G54630,ACP3,acyl carrier protein 3,0.775567468,0.904128826,0.835931098,0.18738358,0.955065898,0.731615374
4,264190_at,T,F,AT1G54830,NF-YC3,"nuclear factor Y, subunit C3",0.653342046,0.687563627,0.86265323,0.358309076,0.780809479,0.668535492
4,264192_at,T,F,AT1G54710,ATG18H|ATATG18H,homolog of yeast autophagy 18 (ATG18) H,0.524833967,0.673737011,0.881961396,0.266519477,0.836879719,0.636786314
4,264194_at,T,F,AT1G22720,AT1G22720,Protein kinase superfamily protein,0.576781062,0.697485664,0.796020217,0.219699969,0.769301587,0.6118577
4,264195_at,T,F,AT1G22690,AT1G22690,Gibberellin-regulated family protein,0.671642992,0.901474348,0.875054504,0.149095607,0.946436522,0.708740795
