nc,ps,Unique,Redundant,AGI,Symbol,Description,cor.262909_at,cor.256629_at,cor.259408_at,cor.259407_at,cor.265857_s_at,average,,,,,,,,,,,
3,257794_at,T,F,AT3G27050,AT3G27050,unknown protein; Has 43 Blast hits to 43 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 40; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).,0.076476802,0.714646022,0.884279516,0.173453767,0.577283513,0.485227924,,,,,,,,,,,
3,257795_at,T,F,AT3G15910,AT3G15910,unknown protein; Has 12 Blast hits to 12 proteins in 5 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 12; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.191671396,0.586711557,0.796932203,0.100542365,0.650464978,0.4652645,,,,,,,,,,,
3,257797_at,T,F,AT3G15940,AT3G15940,UDP-Glycosyltransferase superfamily protein,0.40625571,0.768525876,0.832441217,0.339662899,0.650229861,0.599423113,,,,,,,,,,,
3,257798_at,T,F,AT3G15950,NAI2,DNA topoisomerase-related,0.105896799,0.674412835,0.787207029,0.039998324,0.783292405,0.478161479,,,,,,,,,,,
3,257800_at,T,F,AT3G15900,AT3G15900,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 26 Blast hits to 26 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 26; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.0894575,0.692659327,0.887273158,0.143726661,0.64170095,0.490963519,,,,,,,,,,,
3,257804_at,T,F,AT3G18810,AT3G18810,Protein kinase superfamily protein,0.088248917,0.833600183,0.85091911,0.028640692,0.684871718,0.497256124,,,,,,,,,,,
3,257805_at,T,F,AT3G18830,PMT5|ATPLT5|ATPMT5,polyol/monosaccharide transporter 5,0.179597822,0.815451821,0.803086345,0.15197585,0.686064005,0.527235169,,,,,,,,,,,
3,257807_at,T,F,AT3G26650,GAPA|GAPA-1,glyceraldehyde 3-phosphate dehydrogenase A subunit,0.106415824,0.736050789,0.90341972,0.105797616,0.659481338,0.502233057,,,,,,,,,,,
3,257810_at,T,F,AT3G27070,TOM20-1,translocase outer membrane 20-1,0.105464877,0.630185805,0.797341453,0.092593172,0.769269253,0.478970912,,,,,,,,,,,
3,257811_at,T,F,AT3G25280,AT3G25280,Major facilitator superfamily protein,0.182342323,0.660081122,0.855181252,0.112034161,0.641617332,0.490251238,,,,,,,,,,,
3,257815_at,T,F,AT3G25130,AT3G25130,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: plasma membrane; EXPRESSED IN: 17 plant structures; EXPRESSED DURING: 9 growth stages; Has 3885 Blast hits to 2658 proteins in 280 species: Archae - 12; Bacteria - 208; Metazoa - 970; Fungi - 222; Plants - 148; Viruses - 11; Other Eukaryotes - 2314 (source: NCBI BLink).,0.290949121,0.575465405,0.637193835,0.403753267,0.623643365,0.506200999,,,,,,,,,,,
3,257816_at,T,F,AT3G25140,GAUT8|QUA1,Nucleotide-diphospho-sugar transferases superfamily protein,0.077165262,0.54408778,0.698748168,0.212993877,0.504198733,0.407438764,,,,,,,,,,,
3,257820_at,T,F,AT3G25220,FKBP15-1,FK506-binding protein 15 kD-1,0.091615116,0.851033523,0.884912596,0.081191107,0.758155896,0.533381648,,,,,,,,,,,
3,257823_at,T,F,AT3G25190,AT3G25190,Vacuolar iron transporter (VIT) family protein,0.076533181,0.740793857,0.913630099,0.028956088,0.744275898,0.500837824,,,,,,,,,,,
3,257824_at,T,F,AT3G25290,AT3G25290,Auxin-responsive family protein,0.107053199,0.751828117,0.905552593,0.031933998,0.775242212,0.514322024,,,,,,,,,,,
3,257827_at,T,F,AT3G26630,AT3G26630,Tetratricopeptide repeat (TPR)-like superfamily protein,0.126997108,0.635977992,0.783655097,0.209845724,0.63973111,0.479241406,,,,,,,,,,,
3,257828_at,T,F,AT3G26670,AT3G26670,Protein of unknown function (DUF803),0.256091475,0.850368281,0.868508036,0.081342658,0.713776245,0.554017339,,,,,,,,,,,
3,257829_at,T,F,AT3G26680,ATSNM1|SNM1,DNA repair metallo-beta-lactamase family protein,0.290171611,0.859816807,0.960132695,0.17714463,0.749199179,0.607292984,,,,,,,,,,,
3,257830_at,T,F,AT3G26690,ATNUDX13|ATNUDT13|NUDX13,nudix hydrolase homolog 13,0.10623292,0.712953216,0.863617576,0.242039957,0.537688152,0.492506364,,,,,,,,,,,
3,257831_at,T,F,AT3G26710,CCB1,cofactor assembly of complex C,0.089757725,0.75122323,0.906382416,0.118342173,0.661265203,0.505394149,,,,,,,,,,,
3,257832_at,T,F,AT3G26740,CCL,CCR-like,0.026290044,0.600971228,0.670221174,0.207504789,0.560688441,0.413135135,,,,,,,,,,,
3,257834_at,T,F,AT3G26720,AT3G26720,Glycosyl hydrolase family 38 protein,0.172907288,0.742843856,0.741885839,0.272518779,0.651097598,0.516250672,,,,,,,,,,,
3,257835_at,T,F,AT3G25180,CYP82G1,"cytochrome P450, family 82, subfamily G, polypeptide 1",0.233794995,0.864856954,0.901782749,0.109256443,0.778929088,0.577724046,,,,,,,,,,,
3,257837_at,T,F,AT3G25200,AT3G25200,unknown protein; BEST Arabidopsis thaliana protein match is: Protein of unknown function (DUF295) (TAIR:AT5G54320.1); Has 64 Blast hits to 64 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 64; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.110985728,0.618951205,0.786534195,0.057350307,0.61658363,0.438081013,,,,,,,,,,,
3,257839_at,T,F,AT3G25080,AT3G25080,Protein of unknown function (DUF626),0.045883321,0.809314539,0.793241726,0.011306166,0.68865931,0.469681013,,,,,,,,,,,
3,257840_at,T,F,AT3G25250,OXI1|AGC2|AtOXI1|AGC2-1,"AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein",0.198415238,0.502777727,0.623038846,0.084729976,0.704100058,0.422612369,,,,,,,,,,,
3,257841_at,T,F,AT3G25260,AT3G25260,Major facilitator superfamily protein,0.180102055,0.834180405,0.902892025,0.027263526,0.623878693,0.513663341,,,,,,,,,,,
3,257842_at,T,F,AT3G28390,PGP18,P-glycoprotein 18,0.361244671,0.535746037,0.684120996,0.247925186,0.535291049,0.472865588,,,,,,,,,,,
3,257844_at,T,F,AT3G28480,AT3G28480,Oxoglutarate/iron-dependent oxygenase,0.232816348,0.727248975,0.906882612,0.064010524,0.667481291,0.51968795,,,,,,,,,,,
3,257848_at,T,F,AT3G13030,AT3G13030,hAT transposon superfamily protein,0.429900871,0.755241669,0.677499982,0.318471429,0.617175515,0.559657893,,,,,,,,,,,
3,257849_at,T,F,AT3G13060,ECT5,evolutionarily conserved C-terminal region 5,0.291355104,0.823989613,0.824945962,0.259689985,0.772617168,0.594519566,,,,,,,,,,,
3,257852_at,T,F,AT3G12950,AT3G12950,Trypsin family protein,0.494672698,0.709044121,0.849906065,0.254100328,0.554580999,0.572460842,,,,,,,,,,,
3,257856_at,T,F,AT3G12930,AT3G12930,Lojap-related protein,0.11676017,0.679830213,0.88397453,0.131044028,0.640832484,0.490488285,,,,,,,,,,,
3,257858_at,T,F,AT3G12920,AT3G12920,SBP (S-ribonuclease binding protein) family protein,0.03764043,0.531625706,0.606037823,0.236646603,0.58388521,0.399167154,,,,,,,,,,,
3,257859_at,T,F,AT3G12955,AT3G12955,SAUR-like auxin-responsive protein family,0.103470795,0.680770704,0.864281215,0.073760565,0.67636495,0.479729646,,,,,,,,,,,
3,257860_at,T,F,AT3G13062,AT3G13062,Polyketide cyclase/dehydrase and lipid transport superfamily protein,0.043726403,0.745149963,0.845145801,0.156651166,0.63494387,0.485123441,,,,,,,,,,,
3,257861_at,T,F,AT3G13050,AT3G13050,Major facilitator superfamily protein,0.345883074,0.861039656,0.934948353,0.095468848,0.621890736,0.571846133,,,,,,,,,,,
3,257867_at,T,F,AT3G17780,AT3G17780,"FUNCTIONS IN: molecular_function unknown; INVOLVED IN: intracellular protein transport; LOCATED IN: endomembrane system, integral to membrane, endoplasmic reticulum; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: B-cell receptor-associated 31-like (InterPro:IPR008417); BEST Arabidopsis thaliana protein match is: B-cell receptor-associated 31-like (TAIR:AT1G48440.1); Has 102 Blast hits to 102 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 102; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",0.140724598,0.82194611,0.858692791,0.089002876,0.768383153,0.535749906,,,,,,,,,,,
3,257869_at,T,F,AT3G25160,AT3G25160,ER lumen protein retaining receptor family protein,0.283014445,0.716650615,0.817497109,0.032825787,0.582956703,0.486588932,,,,,,,,,,,
3,257877_at,T,F,AT3G17140,AT3G17140,Plant invertase/pectin methylesterase inhibitor superfamily protein,0.224770546,0.842837821,0.896348893,0.095069182,0.696728326,0.551150954,,,,,,,,,,,
3,257878_at,NA,NA,NA,NA,NA,0.358294335,0.658767442,0.82785387,0.27544826,0.597267914,0.543526364,,,,,,,,,,,
3,257879_at,T,F,AT3G17160,AT3G17160,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 54259 Blast hits to 25265 proteins in 1209 species: Archae - 350; Bacteria - 10795; Metazoa - 16137; Fungi - 8620; Plants - 3305; Viruses - 957; Other Eukaryotes - 14095 (source: NCBI BLink).,0.06857228,0.546125076,0.713199884,0.030878469,0.685033321,0.408761806,,,,,,,,,,,
3,257883_at,T,F,AT3G16940,AT3G16940,calmodulin binding;transcription regulators,0.335833912,0.627492489,0.727402777,0.190533427,0.507205482,0.477693617,,,,,,,,,,,
3,257885_at,T,F,AT3G16970,AT3G16970,Plant self-incompatibility protein S1 family,0.367436308,0.729214296,0.754271183,0.270907311,0.614075508,0.547180921,,,,,,,,,,,
3,257886_at,T,F,AT3G17060,AT3G17060,Pectin lyase-like superfamily protein,0.313989786,0.568283124,0.619214369,0.201791425,0.71958391,0.484572523,,,,,,,,,,,
3,257888_at,T,F,AT3G16990,AT3G16990,"Haem oxygenase-like, multi-helical",0.216350308,0.656832962,0.890104551,0.090627698,0.582502959,0.487283696,,,,,,,,,,,
3,257890_s_at,F,NA,AT3G17070,AT3G17070,Peroxidase family protein,0.021661007,0.65968638,0.83218221,0.212721394,0.599582114,0.465166621,,,,,,,,,,,
3,257891_at,T,F,AT3G17170,RFC3,Translation elongation  factor EF1B/ribosomal protein S6 family protein,0.025160413,0.699774766,0.841054195,0.266805374,0.604628342,0.487484618,,,,,,,,,,,
3,257894_at,T,F,AT3G17100,AT3G17100,sequence-specific DNA binding transcription factors,0.709277013,0.595160896,0.573949832,0.431526694,0.378781658,0.537739218,,,,,,,,,,,
3,257895_at,T,F,AT3G16950,ptlpd1|LPD1,lipoamide dehydrogenase 1,0.156404201,0.814914206,0.727729972,0.293416352,0.771004881,0.552693922,,,,,,,,,,,
3,257897_at,T,F,AT3G18030,HAL3|ATHAL3A|HAL3A|ATHAL3,HAL3-like protein A,0.330967933,0.843876989,0.918298905,0.181211541,0.717778793,0.598426832,,,,,,,,,,,
3,257899_at,T,F,AT3G28345,AT3G28345,ABC transporter family protein,0.049676601,0.665139424,0.8389488,0.131055477,0.709629574,0.478889975,,,,,,,,,,,
3,257900_at,T,F,AT3G28420,AT3G28420,Putative membrane lipoprotein,0.037284761,0.640261959,0.786560641,0.347415696,0.573338749,0.476972361,,,,,,,,,,,
3,257903_at,T,F,AT3G28460,AT3G28460,methyltransferases,0.116259478,0.556282032,0.824713352,0.134516463,0.575846957,0.441523656,,,,,,,,,,,
3,257904_at,T,F,AT3G28470,ATMYB35|TDF1,Duplicated homeodomain-like superfamily protein,0.160608548,0.633128526,0.673862481,0.023328884,0.567529714,0.411691631,,,,,,,,,,,
3,257905_at,NA,NA,NA,NA,NA,0.43026644,0.691387938,0.734658543,0.277633942,0.515955456,0.529980464,,,,,,,,,,,
3,257906_at,T,F,AT3G25520,RPL5A|ATL5|PGY3|OLI5,ribosomal protein L5,0.104642682,0.684580729,8.53E-01,0.039272021,0.778282489,0.491886283,,,,,,,,,,,
3,257909_at,T,F,AT3G25480,AT3G25480,Rhodanese/Cell cycle control phosphatase superfamily protein,0.104796235,0.608708751,0.786731976,0.232549141,0.580273122,0.462611845,,,,,,,,,,,
3,257910_at,T,F,AT3G25580,AT3G25580,Thioredoxin superfamily protein,0.330832328,0.771399525,0.687435189,0.410846463,0.613475081,0.562797717,,,,,,,,,,,
3,257913_at,T,F,AT3G25540,LAG1,"TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein",0.252463701,0.742441672,0.786980091,0.263356621,0.758081514,0.56066472,,,,,,,,,,,
3,257915_at,T,F,AT3G23130,SUP|FON1|FLO10,C2H2 and C2HC zinc fingers superfamily protein,0.131311632,0.810535793,0.90499842,0.081020011,0.645748777,0.514722927,,,,,,,,,,,
3,257918_at,T,F,AT3G23230,AT3G23230,Integrase-type DNA-binding superfamily protein,0.288105933,0.790386577,0.832205641,0.164240281,0.639092115,0.542806109,,,,,,,,,,,
3,257919_at,T,F,AT3G23250,MYB15|ATY19|ATMYB15,myb domain protein 15,0.025239042,0.538802983,0.622488891,0.364832643,0.54178829,0.41863037,,,,,,,,,,,
3,257923_at,T,F,AT3G23160,AT3G23160,Protein of unknown function (DUF668),0.008690408,0.813663398,0.823094272,0.234834665,0.573288621,0.490714273,,,,,,,,,,,
3,257924_at,T,F,AT3G23190,AT3G23190,HR-like lesion-inducing protein-related,0.00958683,0.721531232,0.876354701,0.068483104,0.723033356,0.479797845,,,,,,,,,,,
3,257932_at,T,F,AT3G17040,HCF107,high chlorophyll fluorescent 107,0.04995247,0.779323734,0.902868394,1.34E-01,0.691135866,0.511409077,,,,,,,,,,,
3,257933_at,T,F,AT3G25585,AAPT2|ATAAPT2,aminoalcoholphosphotransferase,0.151500326,0.824184307,0.881451495,9.70E-04,0.742451132,0.520111521,,,,,,,,,,,
3,257937_at,T,F,AT3G19810,AT3G19810,Protein of unknown function (DUF177),0.073371523,0.706715072,0.872906199,0.18438185,0.637108367,0.494896602,,,,,,,,,,,
3,257939_at,T,F,AT3G19930,ATSTP4|STP4,sugar transporter 4,0.086738814,0.686697436,0.829442464,0.190409197,0.706255561,0.499908694,,,,,,,,,,,
3,257940_at,T,F,AT3G21790,AT3G21790,UDP-Glycosyltransferase superfamily protein,0.024190234,0.700942409,0.859841199,0.127533663,0.688180022,0.480137506,,,,,,,,,,,
3,257944_at,T,F,AT3G21850,SK9|ASK9,SKP1-like 9,0.034608215,0.519340421,0.548330843,0.281776571,0.541350924,0.385081395,,,,,,,,,,,
3,257946_at,T,F,AT3G21710,AT3G21710,unknown protein; Has 42 Blast hits to 42 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 42; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.062098936,0.724453664,0.867413555,0.197511659,0.622065721,0.494708707,,,,,,,,,,,
3,257947_at,T,F,AT3G21720,ICL,isocitrate lyase,0.159556492,0.654301472,0.839747578,0.060409947,0.528781044,0.448559307,,,,,,,,,,,
3,257949_at,T,F,AT3G21750,UGT71B1,UDP-glucosyl transferase 71B1,0.047421566,0.515637027,0.730091376,0.116988766,0.523640661,0.386755879,,,,,,,,,,,
3,257952_at,T,F,AT3G21770,AT3G21770,Peroxidase superfamily protein,0.113511003,0.765557892,0.925317087,0.112179156,0.710296909,0.525372409,,,,,,,,,,,
3,257953_at,T,F,AT3G21865,PEX22,peroxin 22,0.236466284,0.656252165,0.660164948,0.166335908,0.66860099,0.477564059,,,,,,,,,,,
3,257954_at,T,F,AT3G21760,HYR1,UDP-Glycosyltransferase superfamily protein,0.086156529,0.593052723,0.822949433,0.087225447,0.623316006,0.442540027,,,,,,,,,,,
3,257955_at,T,F,AT3G21810,AT3G21810,Zinc finger C-x8-C-x5-C-x3-H type family protein,0.422176179,0.795392628,0.911759924,0.00491736,0.54576635,0.536002488,,,,,,,,,,,
3,257956_at,T,F,AT3G25400,AT3G25400,"CONTAINS InterPro DOMAIN/s: NTP Pyrophosphohydrolase MazG-related, RS21-C6 (InterPro:IPR011394), EAR (InterPro:IPR009039), NTP pyrophosphohydrolase MazG, putative catalytic core (InterPro:IPR004518); Has 1123 Blast hits to 1121 proteins in 452 species: Archae - 22; Bacteria - 753; Metazoa - 81; Fungi - 3; Plants - 83; Viruses - 0; Other Eukaryotes - 181 (source: NCBI BLink).",0.145302221,0.771359706,0.919203165,0.0263791,0.603136748,0.493076188,,,,,,,,,,,
3,257962_at,T,F,AT3G19790,AT3G19790,unknown protein; Has 32 Blast hits to 26 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 13; Fungi - 2; Plants - 14; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink).,0.418055281,0.547017123,0.690522163,0.404448294,0.508081894,0.513624951,,,,,,,,,,,
3,257964_at,T,F,AT3G19850,AT3G19850,Phototropic-responsive NPH3 family protein,0.035479243,0.612568249,0.820450254,0.199061819,0.568969822,0.447305877,,,,,,,,,,,
3,257965_at,T,F,AT3G19900,AT3G19900,unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF3067 (InterPro:IPR021420); Has 276 Blast hits to 276 proteins in 83 species: Archae - 0; Bacteria - 112; Metazoa - 0; Fungi - 2; Plants - 59; Viruses - 0; Other Eukaryotes - 103 (source: NCBI BLink).,0.2135613,0.577455473,0.731827634,0.208802208,0.635156585,0.47336064,,,,,,,,,,,
3,257966_at,T,F,AT3G19800,AT3G19800,Protein of unknown function (DUF177),0.04084148,0.717698322,0.879732512,0.170848755,0.649905483,0.49180531,,,,,,,,,,,
3,257967_at,T,F,AT3G19910,AT3G19910,RING/U-box superfamily protein,0.010404266,0.662039758,0.827264775,0.243764177,0.595314673,0.46775753,,,,,,,,,,,
3,257970_at,T,F,AT3G27570,AT3G27570,Sucrase/ferredoxin-like family protein,0.300460944,0.685131871,0.916699883,0.026548068,0.584369949,0.502642143,,,,,,,,,,,
3,257971_at,T,F,AT3G27530,MAG4|GC6,golgin candidate 6,0.202731429,0.736543494,0.869438922,0.134933633,0.634775488,0.515684593,,,,,,,,,,,
3,257972_at,T,F,AT3G27560,ATN1,Protein kinase superfamily protein,0.262244657,0.733263027,0.898894968,0.091013369,0.558289523,0.508741109,,,,,,,,,,,
3,257974_at,T,F,AT3G20820,AT3G20820,Leucine-rich repeat (LRR) family protein,0.001410466,0.682966832,0.844544996,0.211642591,0.636081199,0.475329217,,,,,,,,,,,
3,257976_at,T,F,AT3G20840,PLT1,Integrase-type DNA-binding superfamily protein,0.064870083,0.706681799,0.865857858,0.029857499,0.663390006,0.466131449,,,,,,,,,,,
3,257977_at,T,F,AT3G20850,AT3G20850,proline-rich family protein,0.358522118,0.647892832,0.60132358,0.372897928,0.508949142,0.49791712,,,,,,,,,,,
3,257980_at,T,F,AT3G20760,AT3G20760,"Nse4, component of Smc5/6 DNA repair complex",0.542198077,0.6356933,0.599536471,0.341725155,0.47157083,0.518144767,,,,,,,,,,,
3,257986_at,T,F,AT3G20865,AGP40,arabinogalactan protein 40,0.068526559,0.809957806,0.892229712,0.162541096,0.64089352,0.514829739,,,,,,,,,,,
3,257989_at,T,F,AT3G19770,VPS9|ATVPS9A|VPS9A,Vacuolar sorting protein 9 (VPS9) domain,0.324183483,0.810092434,0.903073414,0.121449408,0.543813267,0.540522401,,,,,,,,,,,
3,257990_at,T,F,AT3G19860,bHLH121,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,0.33115648,0.873235406,8.11E-01,0.196416159,0.64348052,0.57097959,,,,,,,,,,,
3,257992_at,T,F,AT3G19880,AT3G19880,F-box and associated interaction domains-containing protein,0.144506914,0.61914558,0.731415334,0.250136427,0.56357512,0.461755875,,,,,,,,,,,
3,257993_at,T,F,AT3G19890,AT3G19890,F-box family protein,0.132766067,0.687447375,0.673524867,0.105629127,0.709159743,0.461705436,,,,,,,,,,,
3,257994_at,T,F,AT3G19920,AT3G19920,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G64230.1); Has 217 Blast hits to 217 proteins in 16 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 215; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.237489662,0.652163184,0.751833869,0.008399849,0.507629627,0.431503238,,,,,,,,,,,
3,257995_at,T,F,AT3G19940,AT3G19940,Major facilitator superfamily protein,0.013901275,0.64689925,0.7934787,0.030292307,0.619535457,0.420821398,,,,,,,,,,,
3,257999_at,T,F,AT3G27540,AT3G27540,"beta-1,4-N-acetylglucosaminyltransferase family protein",0.114843413,0.633808146,0.786185737,0.243006054,0.560187947,0.467606259,,,,,,,,,,,
3,258000_at,T,F,AT3G28940,AT3G28940,AIG2-like (avirulence induced gene) family protein,0.080147587,0.743121552,0.701537628,0.00155088,0.663251632,0.437921856,,,,,,,,,,,
3,258001_at,T,F,AT3G28950,AT3G28950,AIG2-like (avirulence induced gene) family protein,0.024070553,0.847833698,0.86223197,0.042299974,0.799378578,0.515162955,,,,,,,,,,,
3,258003_at,T,F,AT3G29030,ATEXPA5|EXPA5|ATEXP5|ATHEXP ALPHA 1.4|EXP5,expansin A5,0.160485004,0.64953153,0.880781337,0.083311787,0.61007951,0.476837833,,,,,,,,,,,
3,258005_at,T,F,AT3G19390,AT3G19390,Granulin repeat cysteine protease family protein,0.090820229,0.741549312,0.912266499,0.073479868,0.689920462,0.501607274,,,,,,,,,,,
3,258006_at,T,F,AT3G19400,AT3G19400,Cysteine proteinases superfamily protein,0.2768958,0.764186172,0.82076901,0.282652264,0.613320727,0.551564795,,,,,,,,,,,
3,258007_at,T,F,AT3G19420,ATPEN2|PEN2,PTEN 2,0.429913633,0.716862514,0.78006284,0.270566199,0.672839664,0.57404897,,,,,,,,,,,
3,258017_at,T,F,AT3G19370,AT3G19370,Plant protein of unknown function (DUF869),0.341504884,0.852476712,0.949065036,0.034222665,0.67526814,0.570507487,,,,,,,,,,,
3,258025_at,T,F,AT3G19480,AT3G19480,D-3-phosphoglycerate dehydrogenase,0.005636921,0.677175143,0.851410752,0.186128766,0.620398578,0.468150032,,,,,,,,,,,
3,258028_at,T,F,AT3G27473,AT3G27473,Cysteine/Histidine-rich C1 domain family protein,0.082393857,0.618939365,0.820668091,0.248620534,0.794499324,0.513024234,,,,,,,,,,,
3,258029_at,T,F,AT3G27580,D6PKL3|ATPK7,Protein kinase superfamily protein,0.162981514,0.796962867,0.916828666,0.070887904,0.591135928,0.507759376,,,,,,,,,,,
3,258030_at,T,F,AT3G27590,AT3G27590,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT4G05095.1); Has 18 Blast hits to 18 proteins in 1 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 18; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,0.136287749,0.762522509,0.886481762,0.107956766,0.575403301,0.493730418,,,,,,,,,,,
3,258031_s_at,F,NA,AT3G27480,AT3G27480,Cysteine/Histidine-rich C1 domain family protein,0.011336262,0.514520866,0.742776196,0.052265976,0.57243098,0.378666056,,,,,,,,,,,
3,258032_at,T,F,AT3G21170,AT3G21170,F-box and associated interaction domains-containing protein,0.356262325,0.737108185,0.833531823,0.193600884,0.668422351,0.557785113,,,,,,,,,,,
3,258034_at,T,F,AT3G21300,AT3G21300,RNA methyltransferase family protein,0.106805486,0.690038653,0.776962956,0.377599908,0.597191533,0.509719707,,,,,,,,,,,
3,258037_at,T,F,AT3G21230,4CL5,4-coumarate:CoA ligase 5,0.387522335,0.68663174,0.828162768,0.049977712,0.734667307,0.537392372,,,,,,,,,,,
3,258039_at,T,F,AT3G21200,PGR7,proton gradient regulation 7,0.029802096,0.68110157,0.856291501,0.158473584,0.640657099,0.47326517,,,,,,,,,,,
3,258044_at,T,F,AT3G21270,DOF2|ADOF2,DOF zinc finger protein 2,0.140271258,0.583451157,0.825313448,0.118986668,0.673996323,0.468403771,,,,,,,,,,,
3,258046_at,T,F,AT3G21220,ATMAP2K_ALPHA|ATMKK5|ATMEK5|MAP2K_A|MEK5|MKK5,MAP kinase kinase 5,0.182510161,0.77302293,0.787968767,0.168059921,0.836461491,0.549604654,,,,,,,,,,,
3,258047_at,T,F,AT3G21240,AT4CL2|4CL2,4-coumarate:CoA ligase 2,0.302180947,0.777839731,0.945676517,0.072941206,0.761811359,0.572089952,,,,,,,,,,,
3,258051_at,T,F,AT3G16260,TRZ4,tRNAse Z4,0.024948374,0.708332782,0.87986066,0.111916221,0.721051729,0.489221953,,,,,,,,,,,
3,258054_at,T,F,AT3G16240,ATTIP2;1|TIP2;1|DELTA-TIP|DELTA-TIP1|AQP1,delta tonoplast integral protein,0.264483779,0.718945976,0.896918096,0.068496043,0.525630504,0.49489488,,,,,,,,,,,
3,258055_at,T,F,AT3G16250,NDF4,NDH-dependent cyclic electron flow 1,0.06323179,0.728567711,0.889178023,0.143762618,0.656286496,0.496205328,,,,,,,,,,,
3,258059_at,T,F,AT3G29035,NAC3|ANAC059|ATNAC3,NAC domain containing protein 3,0.16630352,0.715933529,0.921982829,0.052069107,0.632324355,0.497722668,,,,,,,,,,,
3,258064_at,T,F,AT3G14680,CYP72A14,"cytochrome P450, family 72, subfamily A, polypeptide 14",0.101814583,0.757293112,0.906520413,0.16578068,0.621227933,0.510527344,,,,,,,,,,,
3,258067_at,T,F,AT3G25980,MAD2,DNA-binding HORMA family protein,0.156949393,0.655479319,0.537123269,0.069721775,0.720710976,0.427996946,,,,,,,,,,,
3,258071_s_at,F,NA,AT3G26070,AT3G26070,Plastid-lipid associated protein PAP / fibrillin family protein,0.024968405,0.705951218,0.84659493,0.210828482,0.616666311,0.481001869,,,,,,,,,,,
3,258072_at,T,F,AT3G26090,ATRGS1|RGS1,G-protein coupled receptors;GTPase activators,0.268967923,0.835037675,0.975522768,0.068995253,0.700311036,0.569766931,,,,,,,,,,,
3,258074_at,T,F,AT3G25890,AT3G25890,Integrase-type DNA-binding superfamily protein,0.16301043,0.860742065,0.805608179,0.125023865,0.50055736,0.49098838,,,,,,,,,,,
3,258075_at,T,F,AT3G25900,HMT-1|ATHMT-1,Homocysteine S-methyltransferase family protein,0.001875486,0.775984014,0.876883124,0.083134499,0.725253586,0.492626142,,,,,,,,,,,
3,258076_at,T,F,AT3G25920,RPL15,ribosomal protein L15,0.052576431,0.74641523,0.900471927,0.144814704,0.68234349,0.505324356,,,,,,,,,,,
3,258080_at,T,F,AT3G25930,AT3G25930,Adenine nucleotide alpha hydrolases-like superfamily protein,0.073564102,0.746414467,0.904557165,0.076023612,0.697390358,0.499589941,,,,,,,,,,,
3,258081_at,T,F,AT3G26085,AT3G26085,CAAX amino terminal protease family protein,0.024350915,0.611073102,0.804545536,0.194795513,0.557506538,0.438454321,,,,,,,,,,,
3,258084_at,T,F,AT3G26020,AT3G26020,Protein phosphatase 2A regulatory B subunit family protein,0.518283433,0.661956276,0.704791269,0.221855263,0.483398357,0.51805692,,,,,,,,,,,
